,Duration,Total_Stops,Price,Day,month,Month_num,Week_day,Week_num,Dep_hour,Dep_min,Arr_hour,Arr_min,duration_hour,duration_min,Dep_type,Arr_type,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Date_categ_Second Half
1641,135,0,3807.0,24,3,3,3,11,8,20,10,35,2,50,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1642,940,1,6442.0,6,9,9,0,35,6,50,22,30,23,20,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1643,1480,1,7832.0,15,3,3,0,10,7,0,7,40,9,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1644,835,1,6442.0,24,6,6,1,25,8,35,22,30,2,50,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1645,170,0,4823.0,21,4,4,3,15,20,0,22,50,6,10,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1646,1400,1,13555.0,3,6,6,1,22,5,45,5,5,15,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1647,540,1,5135.0,4,6,6,5,22,10,35,19,35,15,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1648,170,0,3383.0,15,5,5,6,19,23,55,2,45,1,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1649,370,1,5842.0,15,6,6,2,23,7,25,13,35,2,30,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1650,900,2,16704.0,18,5,5,2,19,13,25,4,25,12,20,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1651,905,1,8366.0,5,1,1,2,0,16,50,7,55,7,40,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1652,90,0,1965.0,5,9,9,4,35,5,45,7,15,14,25,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1653,150,0,3873.0,6,6,6,4,22,17,10,19,40,38,15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1654,740,1,27992.0,3,1,1,4,0,8,0,20,20,12,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1655,460,1,10678.0,6,6,6,4,22,4,55,12,35,2,50,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1656,865,1,6824.0,21,3,3,4,11,8,50,23,15,9,35,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1657,2295,2,9443.0,6,12,12,0,48,5,0,19,15,2,40,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1658,730,1,13378.0,21,3,3,4,11,7,5,19,15,6,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1659,170,0,3943.0,5,1,1,2,0,4,0,6,50,6,30,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1660,575,1,7191.0,18,5,5,2,19,11,25,21,0,25,50,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1661,160,0,3625.0,27,6,6,4,25,5,55,8,35,30,25,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1662,370,1,6841.0,27,5,5,1,21,7,25,13,35,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1663,390,1,11134.0,24,3,3,3,11,16,55,23,25,13,50,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1664,1550,1,14571.0,6,6,6,4,22,18,55,20,45,17,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1665,1825,3,12346.0,3,1,1,4,0,5,50,12,15,2,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1666,180,0,4544.0,21,4,4,3,15,17,45,20,45,2,35,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1667,830,2,13376.0,6,9,9,0,35,14,35,4,25,2,20,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1668,1050,1,11087.0,3,12,12,5,48,18,55,12,25,13,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1669,150,0,5515.0,3,3,3,3,8,9,0,11,30,9,50,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1670,155,0,4804.0,27,6,6,4,25,4,40,7,15,12,25,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1671,140,0,3597.0,6,12,12,0,48,13,15,15,35,24,35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1672,795,1,15353.0,3,6,6,1,22,6,0,19,15,5,30,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1673,590,1,9899.0,6,12,12,0,48,6,30,16,20,15,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1675,745,1,13817.0,3,12,12,5,48,8,55,21,20,2,35,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1676,1475,2,19329.0,3,6,6,1,22,19,10,19,45,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1677,330,1,16289.0,6,12,12,0,48,7,5,12,35,13,50,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1678,910,1,9663.0,15,5,5,6,19,18,55,10,5,14,35,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1679,1420,2,10975.0,6,3,3,6,9,9,45,9,25,7,35,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1680,155,0,4384.0,18,3,3,1,11,10,20,12,55,13,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1681,600,1,14714.0,6,12,12,0,48,9,0,19,0,8,15,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1682,830,2,10919.0,6,12,12,0,48,14,35,4,25,12,40,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1683,875,1,14388.0,21,5,5,5,20,14,5,4,40,14,55,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1684,455,1,10877.0,15,6,6,2,23,11,25,19,0,27,35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1686,810,1,7191.0,5,6,6,6,22,7,30,21,0,9,30,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1687,495,1,6686.0,5,1,1,2,0,23,30,7,45,15,10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1688,760,1,7530.0,6,3,3,6,9,12,50,1,30,2,35,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1689,895,1,6442.0,15,6,6,2,23,7,35,22,30,3,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1690,1655,1,10262.0,27,6,6,4,25,9,0,12,35,4,55,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1691,875,1,13817.0,3,12,12,5,48,18,55,9,30,4,50,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1692,570,1,13626.0,6,12,12,0,48,14,5,23,35,2,55,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1693,910,1,14388.0,5,12,12,4,48,18,55,10,5,1,30,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1694,155,0,4804.0,27,4,4,2,16,4,40,7,15,10,30,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1695,185,0,5406.0,21,3,3,4,11,14,30,17,35,12,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1696,295,1,4611.0,4,3,3,1,9,17,55,22,50,6,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1697,290,1,5069.0,6,9,9,0,35,8,10,13,0,2,50,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1698,175,0,3898.0,6,6,6,4,22,7,45,10,40,7,35,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1699,90,0,2754.0,6,6,6,4,22,12,0,13,30,2,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1700,630,1,6943.0,27,5,5,1,21,15,0,1,30,2,35,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1701,750,1,14781.0,18,5,5,2,19,5,45,18,15,29,35,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1702,360,1,16079.0,21,5,5,5,20,13,0,19,0,7,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1703,170,0,8033.0,15,3,3,0,10,16,55,19,45,2,35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1705,455,1,6953.0,27,3,3,6,12,11,40,19,15,16,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1706,175,0,4823.0,5,12,12,4,48,7,10,10,5,18,50,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1707,155,0,4174.0,4,9,9,6,35,4,40,7,15,28,20,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1708,1775,2,12819.0,27,6,6,4,25,13,25,19,0,23,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1709,450,1,9663.0,15,5,5,6,19,21,10,4,40,22,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1710,155,0,3841.0,5,3,3,5,9,6,55,9,30,2,35,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1711,195,0,5000.0,27,6,6,4,25,5,35,8,50,1,30,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1712,980,2,13366.0,3,1,1,4,0,5,50,22,10,2,35,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1713,1130,1,12395.0,3,6,6,1,22,21,55,16,45,4,45,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1714,1700,1,7452.0,15,5,5,6,19,16,45,21,5,28,50,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1715,1395,1,15554.0,18,5,5,2,19,19,45,19,0,27,45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1716,1325,1,13067.0,5,6,6,6,22,17,0,15,5,17,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1717,155,0,6565.0,3,1,1,4,0,15,10,17,45,6,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1718,90,0,1965.0,24,5,5,0,20,5,45,7,15,16,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1719,155,0,3332.0,27,3,3,6,12,9,30,12,5,9,10,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1720,285,1,6208.0,21,3,3,4,11,5,25,10,10,22,45,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1721,1730,1,11161.0,18,3,3,1,11,13,50,18,40,2,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1722,1665,2,12224.0,6,12,12,0,48,10,0,13,45,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1723,1025,1,9663.0,5,1,1,2,0,18,55,12,0,15,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1724,380,1,12284.0,18,3,3,1,11,8,55,15,15,13,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1725,965,1,7480.0,27,5,5,1,21,17,20,9,25,17,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1726,550,1,17024.0,3,6,6,1,22,19,15,4,25,17,45,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1727,1365,1,14151.0,6,6,6,4,22,20,25,19,10,5,25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1728,155,0,4804.0,21,6,6,0,24,17,15,19,50,5,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1729,300,1,6069.0,18,5,5,2,19,16,0,21,0,14,25,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1730,915,1,6065.0,21,3,3,4,11,6,40,21,55,2,20,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1731,800,1,14151.0,18,5,5,2,19,20,25,9,45,15,55,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1732,1025,1,14231.0,24,3,3,3,11,18,55,12,0,22,55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1733,1065,1,12395.0,3,6,6,1,22,15,40,9,25,2,55,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1734,325,1,5636.0,24,4,4,6,16,2,0,7,25,1,30,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1735,320,1,5232.0,4,6,6,5,22,17,40,23,0,15,30,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1736,865,1,14714.0,6,1,1,3,0,14,0,4,25,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1737,140,0,3850.0,5,6,6,6,22,7,55,10,15,26,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1738,955,1,7258.0,27,5,5,1,21,17,40,9,35,2,50,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1739,1375,1,17471.0,3,6,6,1,22,21,25,20,20,6,55,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1740,175,0,4423.0,5,9,9,4,35,21,10,0,5,23,35,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1741,90,0,2227.0,18,6,6,5,24,21,20,22,50,2,30,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1742,930,1,13377.0,24,6,6,1,25,10,0,1,30,10,10,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1743,180,0,8016.0,6,12,12,0,48,8,20,11,20,11,30,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1744,1560,1,5626.0,3,9,9,5,35,6,50,8,50,27,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1745,170,0,6860.0,21,3,3,4,11,16,55,19,45,6,35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1746,415,1,6628.0,6,1,1,3,0,18,35,1,30,2,50,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1747,1415,1,11627.0,6,6,6,4,22,13,0,12,35,8,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1748,150,0,4174.0,6,9,9,0,35,17,10,19,40,3,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1749,610,1,14714.0,6,1,1,3,0,18,15,4,25,20,20,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1750,690,1,14151.0,5,12,12,4,48,9,35,21,5,2,20,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1751,1620,1,12898.0,27,5,5,1,21,16,0,19,0,2,45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1752,395,1,12373.0,18,5,5,2,19,21,50,4,25,7,35,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1753,170,0,3943.0,18,6,6,5,24,10,10,13,0,2,40,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1754,500,2,7870.0,6,9,9,0,35,15,10,23,30,12,55,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1755,185,0,8016.0,18,6,6,5,24,18,55,22,0,11,15,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1756,1220,2,10975.0,15,5,5,6,19,13,5,9,25,2,30,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1757,140,0,3850.0,27,5,5,1,21,7,55,10,15,2,50,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1758,165,0,4804.0,18,6,6,5,24,20,25,23,10,4,50,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1759,455,1,15554.0,3,9,9,5,35,20,50,4,25,18,20,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1760,160,0,4465.0,18,3,3,1,11,6,55,9,35,8,55,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1761,775,1,11841.0,6,9,9,0,35,21,10,10,5,13,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1762,675,1,19332.0,3,9,9,5,35,8,0,19,15,10,40,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1763,150,0,3841.0,21,6,6,0,24,17,10,19,40,13,15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1764,170,0,4591.0,4,12,12,6,48,10,10,13,0,13,20,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1765,290,1,5192.0,24,5,5,0,20,15,15,20,5,2,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1766,1100,1,10577.0,6,9,9,0,35,18,15,12,35,2,55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1767,535,2,15129.0,18,5,5,2,19,19,30,4,25,12,30,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1768,780,1,11789.0,6,6,6,4,22,6,0,19,0,7,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1769,640,1,8372.0,15,6,6,2,23,21,0,7,40,6,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1770,795,1,8266.0,5,9,9,4,35,6,0,19,15,2,45,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1771,800,1,14781.0,5,6,6,6,22,6,30,19,50,2,50,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1772,155,0,5613.0,21,4,4,3,15,17,0,19,35,14,45,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1773,175,0,7229.0,24,4,4,6,16,15,15,18,10,5,45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1774,750,1,6093.0,24,6,6,1,25,8,30,21,0,2,15,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1775,425,2,15544.0,21,5,5,5,20,5,30,12,35,8,55,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1776,370,1,6296.0,18,5,5,2,19,7,25,13,35,1,25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1777,165,0,4804.0,27,4,4,2,16,9,35,12,20,33,15,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1778,170,0,4284.0,18,3,3,1,11,5,50,8,40,6,45,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1779,885,1,6558.0,21,3,3,4,11,7,35,22,20,23,30,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1780,345,1,5775.0,24,6,6,1,25,21,50,3,35,2,45,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1781,135,0,3543.0,21,6,6,0,24,8,20,10,35,26,15,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1782,535,1,17024.0,3,6,6,1,22,9,55,18,50,7,30,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1783,85,0,4050.0,6,9,9,0,35,7,5,8,30,1,30,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1784,1995,2,14219.0,3,6,6,1,22,6,0,15,15,36,25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1785,405,1,26890.0,3,1,1,4,0,11,40,18,25,28,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1786,1410,2,9653.0,15,6,6,2,23,19,45,19,15,12,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1787,165,0,3943.0,21,6,6,0,24,6,5,8,50,6,25,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1788,1575,1,10844.0,18,5,5,2,19,14,5,16,20,17,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1789,450,1,8849.0,4,1,1,0,0,21,10,4,40,1,30,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1790,90,0,2754.0,6,12,12,0,48,1,40,3,10,10,10,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1791,2185,2,10756.0,21,3,3,4,11,6,50,19,15,8,40,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1792,1685,1,14151.0,21,5,5,5,20,17,0,21,5,13,30,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1793,740,1,9899.0,6,12,12,0,48,8,25,20,45,17,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1794,385,1,12242.0,21,3,3,4,11,22,0,4,25,5,15,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1795,1025,2,10368.0,6,9,9,0,35,19,30,12,35,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1796,90,0,5755.0,24,5,5,0,20,9,10,10,40,14,35,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1797,610,1,10262.0,15,6,6,2,23,18,15,4,25,38,15,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1798,520,1,6643.0,6,6,6,4,22,8,35,17,15,11,15,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1799,810,1,9845.0,21,3,3,4,11,7,30,21,0,7,20,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1800,1025,1,11134.0,24,3,3,3,11,18,55,12,0,2,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1801,315,1,5583.0,6,1,1,3,0,6,5,11,20,3,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1802,300,1,6069.0,15,5,5,6,19,16,0,21,0,13,30,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1803,875,1,13817.0,3,12,12,5,48,5,45,20,20,2,50,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1804,2295,2,10283.0,3,6,6,1,22,5,0,19,15,8,40,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1805,675,1,7795.0,24,3,3,3,11,9,50,21,5,6,35,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1806,440,1,13977.0,3,9,9,5,35,0,20,7,40,23,45,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1808,160,0,6038.0,3,3,3,3,8,20,25,23,5,2,55,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1809,195,0,5601.0,21,5,5,5,20,5,35,8,50,24,35,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1810,810,1,12351.0,3,9,9,5,35,7,30,21,0,8,40,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1811,170,0,6094.0,15,4,4,1,15,5,10,8,0,2,55,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1812,520,1,7575.0,15,5,5,6,19,10,35,19,15,2,50,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1813,395,1,16079.0,27,5,5,1,21,21,50,4,25,25,30,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1814,1425,1,10262.0,15,6,6,2,23,19,15,19,0,8,15,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1815,340,1,13470.0,6,9,9,0,35,16,45,22,25,12,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1816,175,0,8016.0,27,6,6,4,25,11,10,14,5,14,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1817,1475,1,16289.0,3,9,9,5,35,18,15,18,50,8,40,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1818,520,1,10262.0,6,6,6,4,22,19,45,4,25,2,45,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1819,175,0,4823.0,27,6,6,4,25,18,25,21,20,3,15,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
